"","codigoOC","FechaEnvioOC","NombreOC","DescripcionOC","EstadoOC","ProcedenciaOC","MonedaOC","MontoNetoOC","DescuentosOC","CargosOC","ImpuestosOC","MontoTotalOC","ImpuestosOC_CLP","MontoNetoOC_CLP","MetodoPago","TipoDespacho","Financiamiento","UnidadCompra","UnidadCompraRUT","RegionUnidadCompra","entCode","Institucion","Sector","Proveedor","ProveedorRUT","ActividadProveedor","TamanoProveedor","RegionProveedor","RubroN1","RubroN2","RubroN3","CodigoProductoONU","ONUProducto","NombreItem","DescripcionItem","CantidadItem","UnidadMedida","MonedaItem","MontoNetoItem","DescuentoItem","CargosItem","ImpuestoEspecificoItem","MontoTotalItem","MontoNetoItemCLP","CodigoCotizacion","NombreCotizacion","DescripcionCotizacion","FechaPublicacionCotizacion","FechaCierreCotizacion","MontoDisponible","DescripcionProducto","CodigoProductoCotizadoONU","ProductoCotizado","CantidadSolicitada","ProveedorCotizacion","RUTProveedorCotizacion","DetalleCotizacion","PrecioUnitarioCotizacion","PrecioTotalItemCotizacion","MontoNetoCotizacion","MontoDespachoCotizacion","MontoTotalCotizacion","ProveedorSeleccionado"
"215","1085944-3-AG24","22-07-2024 0:00:00","(MIS) [AFICHES PROYECTOS GORE]","1085944-5-COT24  AFICHES DIFUSION PROYECTO GORE -100 AFICHES PROYECTO N°2 [EEI]   -150 AFICHES PROYECTO N°6 [EPTR]  FORMA DE PAGO: CONTADO CONTRA RECEPCION CONFORME FACTURACION : EMITIR FACTURA  POR CADA ITEM  CONTACTO :612-293063","Recepcion Conforme","Compra Agil","CLP",35000,0,0,0,35000,0,35000,"Otro, Ver Instrucciones","Despachar a Dirección de envío","FONDOS EXTRAPRESUPUESTARIOS","Fondos Extrapresupuestarios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","RASMUSSEN HNOS LTDA","79.866.170-1","IMPRESION DE LIBROS| VENTA AL POR MAYOR DE LIBROS| VENTA AL POR MENOR DE ARTICULOS DE PAPELERIA Y ESCRITORIO EN COMERCIOS| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES","4.0","Región de Magallanes y de la Antártica","Servicios editoriales, de diseño, publicidad, gráficos y artistas","Servicios de impresión y reproducción","Impresión",82121505,"Impresión promocional o publicitaria","Impresión promocional o publicitaria","AFICHES (PROYECTO 2 EEI) TAMAÑO 14*21 CMS, A TODO COLOR, PAPEL BOND 75 GRS. (SE ADJUNTA IMAGEN REFERENCIA)",100,"Unidad","CLP",140,0,0,NA,14000,14000,"1085944-5-COT24","(MIS) AFICHES (PROYECTO GORE)","AFICHES TAMAÑO 14X21CM, A TODO COLOR, PAPEL BOND 75 GRS. (SE ADJUNTAN DISEÑO REFERENCIA)**PLAZO ENTREGA 1 DÍA **VALOR ESTIMADO DEBE  INCLUIR FLETE E IVA **ADJUNTAR COTIZACION.","12-07-2024 0:00:00","15-07-2024 0:00:00",35000,"AFICHES (PROYECTO 2 EEI) TAMAÑO 14*21 CMS, A TODO COLOR, PAPEL BOND 75 GRS. (SE ADJUNTA IMAGEN REFERENCIA)",82121505,"Impresión promocional o publicitaria",100,"RASMUSSEN HNOS LTDA","79.866.170-1","Afiches.",140,14000,35000,0,35000,"SI"
"216","1058012-2931-AG24","12-12-2024 0:00:00","COMPRA ALTERNATIVA FARMACIA AMBULATORIA NOVIEMBRE / PROGESTERONA 100 MG CP","COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-2772-AG24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE 48 HORAS SEGÚN COTIZACIÓN. ZGEN 100003402. REF 1058012-670-COT24.","Recepcion Conforme","Compra Agil","CLP",286200,0,0,54378,340578,54378,286200,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Fármarcos","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","SERVICIOS FARMACEUTICOS Y DE SALUD QAFARMA SPA","78.045.809-7","","NoClasificado","Región Metropolitana de Santiago","Medicamentos y productos farmacéuticos","Hormonas y antagonistas hormonales","Estrógenos, progesteronas y anticonceptivos internos",51181818,"Progesterona","Progesterona","214-1633 PROGESTERONA 100 MG CP",600,"Cápsula","CLP",477,0,0,NA,286200,286200,"1058012-670-COT24","COMPRA ALTERNATIVA FARMACIA AMBULATORIA NOVIEMBRE / PROGESTERONA 100 MG CP","EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE PROGESTERONA 100 MG CP. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CP), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.","05-12-2024 0:00:00","06-12-2024 0:00:00",350000,"PROGESTERONA 100 MG CP",51181818,"Progesterona",600,"SERVICIOS FARMACEUTICOS Y DE SALUD QAFARMA SPA","78.045.809-7","Despacho costo 0, en 48 horas, contacto +56952396412, QA.farmavidda@gmail.com, PISV",477,286200,286200,0,340578,"SI"
"217","1057402-7289-AG24","17-07-2024 0:00:00","(5076) Examenes PERFIL MUTACIONAL IGVH Y ESTUDIO TP 53 / L. Vivar","Orden de Compra generada por invitación a compra ágil desde ID 1057402-1033-COT24, por el servicio de examen Perfil Mutación IGVH y Estudio TP 53, en beneficio de pacientes institucional.","Recepcion Conforme","Compra Agil","CLP",1200000,0,0,0,1200000,0,1200000,"30 dias contra la recepcion conforme de la factura","Otra Forma de Despacho","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","UNIVERSIDAD DE MAGALLANES","71.133.700-8","UNIVERSIDADES","1.0","Región de Magallanes y de la Antártica","Salud, servicios sanitarios y alimentación","Medicina y servicios de salud","Evaluaciones de salud individuales",85122201,"Exámenes médicos","Exámenes médicos","1 perfil mutacional IGVH 1 estudio tp 53",2,"Unidad","CLP",6e+05,0,0,NA,1200000,1200000,"1057402-1033-COT24","Examenes PERFIL MUTACIONAL IGVH Y ESTUDIO TP 53","El hospital Clinico de Magallanes, requiere el servicio de Examenes PERFIL MUTACIONAL IGVH Y ESTUDIO TP 53 para paciente institucional, en la cuidad de punta arenas y sera el referente tecnico quien evalue esta adjudicacion.","10-07-2024 0:00:00","12-07-2024 0:00:00",1900000,"1 perfil mutacional IGVH 1 estudio tp 53",85122201,"Exámenes médicos",2,"UNIVERSIDAD DE MAGALLANES","71.133.700-8","Exámenes PERFIL MUTACIONAL IGVH Y ESTUDIO TP 53. Resultado 15 días hábiles la respuesta.",6e+05,1200000,1200000,0,1200000,"SI"
"218","1085944-4-AG24","15-07-2024 0:00:00","(MIS) PENDONES PROYECTO GORE","1085944-4-COT24  PENDONES DIFUSION PROYECTOS GORE ITEMS -1 PENDON PROYECTO N°1 CEM -2 PENDONES PROYECTO N°3 PdC -2 PENDONES PROYECTO N°4 CRPB -1 PENDON PROYECTO N°6 EPTR  FORMA DE PAGO CONTADO CONTRA RECEPCION CONFORME FACTURACION : EMITIR 1 FACTURA POR CADA ITEMS CONTACTO:612-293063","Recepcion Conforme","Compra Agil","CLP",272250,0,0,51727.5,323977.5,206910,272250,"Otro, Ver Instrucciones","Despachar a Dirección de envío","13733","Fondos Extrapresupuestarios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","grabados y publicidad","4.0","Región de Magallanes y de la Antártica","Servicios editoriales, de diseño, publicidad, gráficos y artistas","Publicidad","Publicidad impresa",82101502,"Publicidad en carteles","Publicidad en carteles","PENDÓN ROLLER 200*90CM (PROYECTO 3 PDC)IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",2,"Unidad","CLP",45375,0,0,NA,90750,90750,"1085944-4-COT24","(MIS) PENDÓN ROLLER/GORE","6 UD PENDÓN ROLLER, DIMENSIÓN 200X90CM, IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTAN FORMATOS DE REFERENCIA **ADJUNTAR COTIZACION CON CARACTERISTICA TECNICA DEL PRODUCTO **PLAZO ENTREGA 1 DÍA DESDE LA EMISIÓN DE LA OC **DISEÑOS ORIGINALES SERÁN ENVIADOS AL PROVEEDOR UNA VEZ EMITIDA LA OC. **VALOR ESTIMADO INCLUYE IVA Y FLETE.","11-07-2024 0:00:00","12-07-2024 0:00:00",360000,"PENDÓN ROLLER 200*90CM (PROYECTO 1 CEM) IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",82101502,"Publicidad en carteles",1,"adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","PLAZO ENTREGA 01 DIA HABIL",45375,45375,272250,0,323977,"SI"
"219","1085944-4-AG24","15-07-2024 0:00:00","(MIS) PENDONES PROYECTO GORE","1085944-4-COT24  PENDONES DIFUSION PROYECTOS GORE ITEMS -1 PENDON PROYECTO N°1 CEM -2 PENDONES PROYECTO N°3 PdC -2 PENDONES PROYECTO N°4 CRPB -1 PENDON PROYECTO N°6 EPTR  FORMA DE PAGO CONTADO CONTRA RECEPCION CONFORME FACTURACION : EMITIR 1 FACTURA POR CADA ITEMS CONTACTO:612-293063","Recepcion Conforme","Compra Agil","CLP",272250,0,0,51727.5,323977.5,206910,272250,"Otro, Ver Instrucciones","Despachar a Dirección de envío","13733","Fondos Extrapresupuestarios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","grabados y publicidad","4.0","Región de Magallanes y de la Antártica","Servicios editoriales, de diseño, publicidad, gráficos y artistas","Publicidad","Publicidad impresa",82101502,"Publicidad en carteles","Publicidad en carteles","PENDÓN ROLLER 200*90CM (PROYECTO 6 EPTR) IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",1,"Unidad","CLP",45375,0,0,NA,45375,45375,"1085944-4-COT24","(MIS) PENDÓN ROLLER/GORE","6 UD PENDÓN ROLLER, DIMENSIÓN 200X90CM, IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTAN FORMATOS DE REFERENCIA **ADJUNTAR COTIZACION CON CARACTERISTICA TECNICA DEL PRODUCTO **PLAZO ENTREGA 1 DÍA DESDE LA EMISIÓN DE LA OC **DISEÑOS ORIGINALES SERÁN ENVIADOS AL PROVEEDOR UNA VEZ EMITIDA LA OC. **VALOR ESTIMADO INCLUYE IVA Y FLETE.","11-07-2024 0:00:00","12-07-2024 0:00:00",360000,"PENDÓN ROLLER 200*90CM (PROYECTO 1 CEM) IMPRESO FULL COLOR, TELA PVC, CON SU RESPECTIVO ATRIL Y BOLSO DE TRANSPORTE, SE ADJUNTA FORMATO DE REFERENCIA",82101502,"Publicidad en carteles",1,"adrian maldonado solis, grabados y publicidad EIRL","76.475.078-0","PLAZO ENTREGA 01 DIA HABIL",45375,45375,272250,0,323977,"SI"
"220","1057402-7135-AG24","18-07-2024 0:00:00","(5074) Adquisición de cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs. Compra ágil: 1057402-1009-COT24","COMPRA ÁGIL, Según I.T. 275, de 01-07-2024, del Dpto. de Equipos Médicos, por la adquisición de  Cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs, para UTI 5to piso.  Orden de Compra código: 1057402-7135-AG24 dirigida a FRANKFERT SPA  Encargado Técnico: Jefe Dpto. Equipos Médicos: fono: 612293018 - correo: dagoberto.hernandez@redsalud.gob.cl  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo: alex.garay@redsalud.gob.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE: fono: 612453660 - correo: frank.silva@redsalud.gob.cl  Encargado de Compra: Jefe Unidad de Compra Operaciones: fono 612293243 - correo: francisco.aguilar@redsalud.gob.cl","Recepcion Conforme","Compra Agil","CLP",1272000,0,0,241680,1513680,725040,1272000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","FRANKFERT SPA","76.865.249-k","comercio al por menor no realizado en almacenes","4.0","Región Metropolitana de Santiago","Equipamiento para laboratorios","Instrumentos de medida y experimentación","Suministros y equipos para tratamiento de enfermos",41116203,"Accesorios de monitores o medidores","Accesorios de monitores o medidores","SENSOR SPO2 REUTILIZABLE PARA MONITORES SPACELABS",12,"Unidad","CLP",31000,0,0,NA,372000,372000,"1057402-1009-COT24","(5074) Cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs.","El Hospital requiere comprar cables ECG completo, cables 3 derivaciones y sensores SPO2 Reutilizable para monitores multiparámetros Spacelabs. Se adjuntan imagenes de referencia.   Nota: SE REQUIERE CON ENTREGA INMEDIATA.        FLETE A CARGO DEL PROVEEDOR HASTA EL DOMICILIO DEL HOSPITAL.  Los oferentes deberán adjuntar ficha técnica y/o imagen de los cables troncal SPO2, indicar plazos de entrega.  Adjuntar datos contacto y datos bancarios para pago en formulario adjunto.","03-07-2024 0:00:00","05-07-2024 0:00:00",1600000,"SENSOR SPO2 REUTILIZABLE PARA MONITORES SPACELABS",41116203,"Accesorios de monitores o medidores",12,"FRANKFERT SPA","76.865.249-k","STOCK DISPONIBLE PARA ENVIO INMEDIATO, VIA COURIER.",31000,372000,1272000,0,1513680,"SI"
"221","1057402-7736-AG24","01-08-2024 0:00:00","(5074) ADQ. BROCAS PARA REPARACIONES. Compra ágil: 1057402-1086-COT24","De acuerdo a MMT093 de fecha 09-05-2024 de la Unidad de Mantenimiento, se requiere la adquisición de brocas para realizar trabajos de mantenimiento y reparaciones en areas generales.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",248000,0,0,47120,295120,518320,248000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Herramientas y maquinaria en general","Herramientas manuales","Accesorios para herramientas",27112801,"Brocas","Brocas","Brocas para ceramico y porcelanato punta flecha de 6 MM",10,"Unidad","CLP",3000,0,0,NA,30000,30000,"1057402-1086-COT24","(5074) Adquisición de brocas.","El Hospital requiere la adquisición de brocas para realizar reparaciones.   -FLETE A CARGO DEL PROVEEDOR PUESTO EN BODEGA DEL HOSPITAL.","25-07-2024 0:00:00","29-07-2024 0:00:00",3e+05,"Brocas para acero inoxidable HSS-E de 10 MM",27112801,"Brocas",10,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",3000,30000,248000,0,295120,"SI"
"222","1057402-7736-AG24","01-08-2024 0:00:00","(5074) ADQ. BROCAS PARA REPARACIONES. Compra ágil: 1057402-1086-COT24","De acuerdo a MMT093 de fecha 09-05-2024 de la Unidad de Mantenimiento, se requiere la adquisición de brocas para realizar trabajos de mantenimiento y reparaciones en areas generales.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",248000,0,0,47120,295120,518320,248000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Herramientas y maquinaria en general","Herramientas manuales","Accesorios para herramientas",27112801,"Brocas","Brocas","Brocas para acero inoxidable HSS-E de 4 MM",10,"Unidad","CLP",2000,0,0,NA,20000,20000,"1057402-1086-COT24","(5074) Adquisición de brocas.","El Hospital requiere la adquisición de brocas para realizar reparaciones.   -FLETE A CARGO DEL PROVEEDOR PUESTO EN BODEGA DEL HOSPITAL.","25-07-2024 0:00:00","29-07-2024 0:00:00",3e+05,"Brocas para ceramico y porcelanato punta flecha de 8 MM",27112801,"Brocas",10,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",2500,25000,248000,0,295120,"SI"
"223","1057402-7736-AG24","01-08-2024 0:00:00","(5074) ADQ. BROCAS PARA REPARACIONES. Compra ágil: 1057402-1086-COT24","De acuerdo a MMT093 de fecha 09-05-2024 de la Unidad de Mantenimiento, se requiere la adquisición de brocas para realizar trabajos de mantenimiento y reparaciones en areas generales.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",248000,0,0,47120,295120,518320,248000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Herramientas y maquinaria en general","Herramientas manuales","Accesorios para herramientas",27112801,"Brocas","Brocas","Brocas para acero inoxidable HSS-E de 5 MM",10,"Unidad","CLP",2000,0,0,NA,20000,20000,"1057402-1086-COT24","(5074) Adquisición de brocas.","El Hospital requiere la adquisición de brocas para realizar reparaciones.   -FLETE A CARGO DEL PROVEEDOR PUESTO EN BODEGA DEL HOSPITAL.","25-07-2024 0:00:00","29-07-2024 0:00:00",3e+05,"Brocas para acero inoxidable HSS-E de 4 MM",27112801,"Brocas",10,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",2000,20000,248000,0,295120,"SI"
"224","1057402-7736-AG24","01-08-2024 0:00:00","(5074) ADQ. BROCAS PARA REPARACIONES. Compra ágil: 1057402-1086-COT24","De acuerdo a MMT093 de fecha 09-05-2024 de la Unidad de Mantenimiento, se requiere la adquisición de brocas para realizar trabajos de mantenimiento y reparaciones en areas generales.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",248000,0,0,47120,295120,518320,248000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Herramientas y maquinaria en general","Herramientas manuales","Accesorios para herramientas",27112801,"Brocas","Brocas","Brocas para acero inoxidable HSS-E de 5 MM",10,"Unidad","CLP",2000,0,0,NA,20000,20000,"1057402-1086-COT24","(5074) Adquisición de brocas.","El Hospital requiere la adquisición de brocas para realizar reparaciones.   -FLETE A CARGO DEL PROVEEDOR PUESTO EN BODEGA DEL HOSPITAL.","25-07-2024 0:00:00","29-07-2024 0:00:00",3e+05,"Brocas para acero inoxidable HSS-E de 6 MM",27112801,"Brocas",10,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",2000,20000,248000,0,295120,"SI"
"225","1057402-7736-AG24","01-08-2024 0:00:00","(5074) ADQ. BROCAS PARA REPARACIONES. Compra ágil: 1057402-1086-COT24","De acuerdo a MMT093 de fecha 09-05-2024 de la Unidad de Mantenimiento, se requiere la adquisición de brocas para realizar trabajos de mantenimiento y reparaciones en areas generales.  Encargado de Recepción Productos: Encargado de Bodega General: fono: 612293366 - correo alex.garay@redsalud.gov.cl  Horarios de Recepción Productos:  Lunes a Jueves: 8:00 a 16:30 horas. Viernes: 8:00 a 15:30 horas.  Dirección: Av. Los Flamencos 01364, Punta Arenas, Región de Magallanes y Antartica Chilena, Hospital Clínico Magallanes.  Consultas sobre reclamo/rechazo de facturas: Jefe Gestión DTE:  correo: dtereclamados.hcm@redsalud.gob.cl  Encargado de Compra: Unidad de Compras Operaciones: fono 612293389","Recepcion Conforme","Compra Agil","CLP",248000,0,0,47120,295120,518320,248000,"30 dias contra la recepcion conforme de la factura","Despachar a Dirección de envío","","Bienes y Servicios","61.607.901-8","Region de Magallanes y de la Antartica",7297,"HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA","SALUD","BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.","4.0","Región de Magallanes y de la Antártica","Herramientas y maquinaria en general","Herramientas manuales","Accesorios para herramientas",27112801,"Brocas","Brocas","Brocas para acero inoxidable HSS-E de 7 MM",10,"Unidad","CLP",2000,0,0,NA,20000,20000,"1057402-1086-COT24","(5074) Adquisición de brocas.","El Hospital requiere la adquisición de brocas para realizar reparaciones.   -FLETE A CARGO DEL PROVEEDOR PUESTO EN BODEGA DEL HOSPITAL.","25-07-2024 0:00:00","29-07-2024 0:00:00",3e+05,"Set de brocas paleta de 8 a 32 MM",27112801,"Brocas",2,"BENITO NICOLAS MARSAN LAGUNAS","15.905.508-6","Entrega en 10 dias",4000,8000,248000,0,295120,"SI"
