codigoOC,FechaEnvioOC,NombreOC,DescripcionOC,MontoNetoOC,DescuentosOC,CargosOC,ImpuestosOC,MontoTotalOC,UnidadCompra,Proveedor,ProveedorRUT,ActividadProveedor,TamanoProveedor,RegionProveedor,CodigoProductoONU,DescripcionItem,CantidadItem,UnidadMedida,MontoNetoItem,MontoTotalItem,CodigoCotizacion,DescripcionCotizacion,CodigoProductoCotizadoONU,RUTProveedorCotizacion,DetalleCotizacion
1058012-4840-AG25,4/1/2025,COMPRA FARMACIA DOSIS UNITARIA/ TETRABENAZINA 25 MG CM,PEDIDO COMPRA FARMACIA DOSIS UNITARIA. COMPRA AGIL DESPACHO AEREO CARGO DEL PROVEEDOR. 1058012-166-COT25 100004940,$567.600,000,000,107844,675444,Fármarcos,NOVOFARMA SERVICE S A,96.945.670-2,SERVICIOS DE ALMACENAMIENTO Y DEPOSITO| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.,Grande,Región Metropolitana de Santiago,51142601,TETRABENAZINA 25 MG CM,120,Comprimido,4.730,567600,1058012-166-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE DE FORMA URGENTE TETRABENAZINA 25 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO y ESPECIFICAR FECHA DE ENTREGA EN NUESTRAS BODEGAS, NO DE DESPACHO DEL PRODUCTO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, O QUE NO CUMPLAN CON LO SOLICITADO EN ESPECIAL LA FECHA DE ENTREGA Y NO DE DESP",51142601,96.945.670-2,"AX1013400-TETMODIS 25 MG-F-18504 / 21-TETRABENAZINA-FRASCO 112 COMPRIMIDOS-ALMACENADO A NO MÁS DE 25°C PROTEGIDO DE LA LUZ-SE ADJUNTA DOCUMENTACIÓN TÉCNICA, CERTIFICADO DE FARMACOVIGILANCIA Y CONDICIONES DE VENTA. VENCE:JUN 2026"
1057402-14950-AG25,3/4/2025,(FAR) ANTISEPTICOS Y DESINFENCTANTES FEBRERO / CLORHEXIDINA 2% TINTURA 125 ML,PEDIDO (FAR) ANTISEPTICOS Y DESINFENCTANTES FEBRERO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 15 DÍAS SEGÚN COTIZACIÓN. REF 1057402-295-COT25.,$681.450,000,000,129476,810926,Bienes y Servicios,HOSPITALIA PRODUCTOS MEDICOS LTDA,78.233.420-4,VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,Grande,Región Metropolitana de Santiago,42281601,CLORHEXIDINA 2% TINTURA ( BASE ALCOHOLICA ) 125 ML,150,Unidad,4.543,681450,1057402-295-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE CLORHEXIDINA 2% TINTURA ( BASE ALCOHOLICA ) 125 ML. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO y ESPECIFICAR FECHA DE ENTREGA, INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARA INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS TÉCNICOS.",42281601,78.233.420-4,Cotización Hospitalia. Factor de empaque cartón x 30 unidades. Código BRRI004 Se adjunta ficha técnica para su evaluación. Favor tomar en consideración factor de empaque y cotización adjunta. Despacho 15 días - solo mié - Favor considerar Venc: Sept/2026
1057402-26315-AG25,28/7/2025,(FAR) PEDIATRIA HCM / GLICERINA LIQUIDA USP,PEDIDO (FAR) PEDIATRIA HCM ADQUISICION A TRAVES DE COMPRA AGIL DESPACHO 24 A 48 HORAS CARGO DEL PROVEEDOR REF: 1057402-1107-COT25,$135.000,000,000,25650,160650,Bienes y Servicios,VERDEJO Y VERDEJO LIMITADA,79.591.440-4,VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C,Pequeña,Región Metropolitana de Santiago,51171608,GLICERINA LIQUIDA USP LT.,30,Litro,4.500,135000,1057402-1107-COT25,"EL HCM REQUIERE GLICERINA LIQUIDA USP. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $1, O QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51171608,79.591.440-4,GLICERINA LIQUIDA USP
1058012-7163-AG25,28/5/2025,FARMACIA DOSIS UNITARIA MAYO/ FITOMENADIONA 10 MG ML ADMINISTRACIÓN vía EV,PEDIDO FARMACIA DOSIS UNITARIA MAYO. COMPRA AGIL DESPACHO AEREO CARGO DEL PROVEEDOR. 1058012-326-COT25,$435.900,000,000,82821,518721,Fármarcos,SERVICIOS FARMACEUTICOS Y DE SALUD QAFARMA SPA,78.045.809-7,,NoClasificado,Región Metropolitana de Santiago,51191905,FITOMENADIONA 10 MG ML ADMINISTRACIÓN vía EV (endovenoso),100,Ampolla,4.359,435900,1058012-326-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE FITOMENADIONA 10 MG ML ADMINIS. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO y ESPECIFICAR FECHA DE ENTREGA EN NUESTRAS BODEGAS, NO DE DESPACHO DEL PRODUCTO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA POR NO RESPETAR FECHA ESTIMADA DE ENTREGA DE LA OC. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR $0 o $1, O NO CUMPLAN CON LO SOLICITADO",51191905,78.045.809-7,"Detalles en cotización adjunta, OC mínima $100.000, despacho sin costo extra en 48- 72 horas una vez aceptada la OC, correo qa.farmavidda@gmail.com CONSULTAS: +56946283996 Tamara Acuña"
1058012-631-AG24,13/3/2024,COMPRA ALTERNATIVA FALTA CENABAST FEBRERO / VITAMINAS A-C-D FRA GOTAS,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR N° ORDEN 1058012-415-SE24. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. ZGEN 100001058. REF 1058012-196-COT24.,$88.200,000,000,16758,104958,Fármarcos,ETHON PHARMACEUTICALS COMERCIALIZADORA IMP EXP Y DIST SPA,76.956.140-4,"VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COSMETICOS, JABONES Y P| VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS",Grande,Región del Libertador General Bernardo O´Higgins,51191905,VITAMINA A-C-D FRA GOTAS,21,Frasco,4.200,88200,1058012-196-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE VITAMINA A-C-D FRA GOTAS. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",51191905,76.956.140-4,VITAMINA ACD / 30ML SOLUCION ORAL. LABORATORIO CHILE. VITAMINA A-C-D. REG ISP F-21649. VCTO 11-2025 Entrega en 48 horas una vez aceptada la orden de compra. Monto mínimo de compra 50.000 neto Sin costo por despacho. Vigencia de cotización 60 días.
1058012-7700-AG25,7/9/2025,MEDICAMENTO ONCOLOGÍA Y FARMACIA AMBULATORIA JULIO / GEL VISCOSO COADYUVANTE,PEDIDO MEDICAMENTO ONCOLOGÍA Y FARMACIA AMBULATORIA JULIO. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 3 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. REF 1058012-454-COT25.,$824.100,000,000,156579,980679,Fármarcos,LABORATORIO C&D PHARMA LIMITADA,76.394.174-4,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS,Mediana,Región Metropolitana de Santiago,51142148,"GEL VISCOSO COADYUVANTE EN TRATAMIENTO DE LESIONES DE LA MUCOSA BUCAL QUE CONTIENE: HIALURONATO DE SODIO, ÁCIDO GLICIRRETÍNICO, POLIVINILPIRROLIDON A (PVP), MALTODEXTRINA, PROPILENGLICOL",201,Sachet,4.100,824100,1058012-454-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE GEL VISCOSO COADYUVANTE. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (UD), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN SOLICITADA.",51142148,76.394.174-4,"GELCLAIR® GEL ORAL CONCENTRADO PARA LA RESTAURACIÓN DE MUCOSA ORAL. COMPOSICIÓN: HIALURONATO DE SODIO, ACIDO GLICIRETÍNICO, POLIVINIL PIRROLIDONA (PVP). CJ X 3 SACHET. CERTIFICACIÓN EMA, FABRICADO BAJO NORMA ISO 13485:2016. PERIODO DE EFICACIA 36 MESES."
1058012-4605-AG25,3/6/2025,PEDIDO FARMACIA DOSIS UNITARIA/FITOMENADIONA 10 MG ML ADMINISTRACIÓN vía EV,PEDIDO FARMACIA DOSIS UNITARIA. COMPRA AGIL DESPACHO CARGO DEL PROVEEDOR. 1058012-129-COT25,$1.628.000,000,000,309320,1937320,Fármarcos,LABORATORIO ACONFAR CHILE LIMITADA,76.125.564-9,SERVICIOS DE ENVASADO Y EMPAQUE| OTROS PROFESIONALES DE LA SALUD| OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA,Pequeña,Región Metropolitana de Santiago,85121902,FITOMENADIONA 10 MG ML ADMINISTRACIÓN I.V.,400,Ampolla,4.070,1628000,1058012-129-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE FITOMENADIONA 10 MG ML ADMINISTRACIÓN I.V. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (AM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",85121902,76.125.564-9,"FACTURACIÓN MÍNIMA $50.000+IVA PARA SANTIAGO Y $75.000+IVA PARA REGIONES,DESPACHO:STGO 24-48 HR Y REGIONES 48-72 HR, FLETE ADICIONAL SOLO SUEROS X VOLUMEN,UNIDAD MIN. COTIZADA, SE AJUSTARÁ A FACTOR DE EMPAQUE, REG.ISP, FACTURA ELECTRÓNICA."
1057402-938-AG24,30/1/2024,(FAR) ANTIS Y DESINF FEBRERO / CLORHEXIDINA 2% ACUOSA TOPICA 500 ML,PEDIDO ANTIS Y DESINF FEBRERO. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. REF 1057402-144-COT24,$1.124.200,000,000,213598,1337798,Bienes y Servicios,DIFEM LABORATORIOS S A,79.581.120-6,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFU",Grande,Región Metropolitana de Santiago,51102707,CLORHEXIDINA 2% ACUOSA TOPICA 500 ML,280,Unidad,4.015,1124200,1057402-144-COT24,"SE REQUIERE PARA EL HOSPITAL CLÍNICO DE MAGALLANES CLORHEXIDINA 2% ACUOSA TOPICA 500 ML. INDICAR: VALOR UNITARIO, PRESENTACIÓN Y EMPAQUE (ML), FECHA VCTO (SUPERIOR 1 AÑO), ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, IMAGEN DEL PRODUCTO, TIEMPO DE ENTREGA (ESPECIFICAR, PARA COORDINAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. NO SE CONSIDERARÁN OFERTAS QUE INDIQUEN VALOR REFERENCIAL $0 Ó $1 U OMITAN INFORMACIÓN.",51102707,79.581.120-6,"Dichlorexan Solución Acuosa 2% 500cc. Marca DIFEM, procedencia nacional. Sin alcohol, para antisepsia de piel. Registro ISP. Estudio microb según resolución 89. Con inserto dosificador. Vig 18 meses. Cajas x 20 unidades. vencimiento 05/25."
1058012-7754-AG25,21/7/2025,"COMPRA ALTERNATIVA URGENTE STOCK CRÍTICO FARMACIA AMBULATORIA JULIO / ENOXAPARINA SODICA 80 MG 0,8 ML",COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-7612-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 5 A 7 DÍAS HÁBILES CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. ZGEN 100000553. REF 1058012-464-COT25.,$600.000,000,000,114000,714000,Fármarcos,INVERSIONES PHARMAVISAN SOCIEDAD ANONIMA,76.055.804-4,VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C,Grande,Región Metropolitana de Santiago,51131607,"ENOXAPARINA SODICA 80 MG 0,8 ML",150,Unidad,4.000,600000,1058012-464-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ENOXAPARINA SODICA 80 MG 0,8 ML. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (UD), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS.",51131607,76.055.804-4,"Se adjunta cotización solicitada en base a stock disponible para despacho en 5-7 días hábiles, una vez aceptada la OC, monto mínimo de despacho $150.000 netos y servicio de post venta. Vanessa Sandoval Correo: licitaciones@pharmavisan.cl Fono:223039414."
1058012-7844-AG25,29/7/2025,"COMPRA ALTERNATIVA FARMACIA DU JULIO / ENOXAPARINA SODICA 80 MG 0,8 ML JGA",COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-7698-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 7 DÍAS HÁBILES CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. ZGEN 100000553. REF 1058012-490-COT25.,$2.399.400,000,000,455886,2855286,Fármarcos,INVERSIONES PHARMAVISAN SOCIEDAD ANONIMA,76.055.804-4,VENTA AL POR MENOR DE PRODUCTOS MEDICINALES| VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C,Grande,Región Metropolitana de Santiago,51131607,"ENOXAPARINA SODICA 80 MG 0,8 ML JGA",600,Unidad,3.999,2399400,1058012-490-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE ENOXAPARINA SODICA 80 MG. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (UD), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO Y FECHA ESPECIFICA DE ENTREGA (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN Y DOCUMENTOS SOLICITADOS",51131607,76.055.804-4,"Se adjunta cotización solicitada en base a stock disponible para despacho en 5-7 días hábiles, una vez aceptada la OC, monto mínimo de despacho $150.000 netos y servicio de post venta. Claudia Pérez Correo: licitaciones@pharmavisan.cl Fono:223039416"
1058012-1127-AG24,14/5/2024,FARMACIA FALTA PROGRAMA VIH MAYO / BICTEGRAVIR/EMTRICITAVINA/TENOFOVIR ALAFEMNAMIDA 50/200/25 MG CM,PEDIDO FARMACIA [FALTA PROGRAMA VIH] MAYO. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. REF 1058012-351-COT24.,$1.624.140,000,000,308587,1932727,Fármarcos,GADOR LIMITADA,76.084.945-6,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.| FABRICACION DE EQUIPO MEDICO Y QUIRURGICO, Y DE APARATOS ORTOPEDICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.",Grande,Región Metropolitana de Santiago,85121902,BICTEGRAVIR /EMTRICITABINA /TENOFOVIR ALAFENAMIDA FUMARATO 50/200/25 MG CM,420,Comprimido,3.867,1624140,1058012-351-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE BICTEGRAVIR-EMTRICITA-VINATENOFOVIR-ALAFEMNAMIDA 50/200/25 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",85121902,76.084.945-6,"BIKTARVY, BICTEGRAVIR 50 mg-EMTRICITABINA 200mg-TENOFOVIR ALAFENAMIDA 25 mg contiene 30 comprimidos recubiertos. REG ISP: F-24969-19 Plazo entrega: 5 días hábiles desde aceptada la OC, sin canje, sin monto mínimo despacho. Vencimiento:30-12-2025."
1058012-6776-AG25,16/4/2025,FARMACIA DOSIS UNITARIA ABRIL / FITOMENADIONA 10 MG ML ADMINISTRACIÓN vía EV,PEDIDO STOCK CRÍTICO F. DOSIS UNITARIA. COMPRA AGIL DESPACHO CARGO DEL PROVEEDOR. 1058012-210-COT25,$1.110.000,000,000,210900,1320900,Fármarcos,LABORATORIO ACONFAR CHILE LIMITADA,76.125.564-9,SERVICIOS DE ENVASADO Y EMPAQUE| OTROS PROFESIONALES DE LA SALUD| OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA,Pequeña,Región Metropolitana de Santiago,51191905,FITOMENADIONA 10 MG ML ADMINISTRACIÓN I.V.,300,Ampolla,3.700,1110000,1058012-210-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE FITOMENADIONA 10 MG ML ADMINIS. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO y ESPECIFICAR FECHA DE ENTREGA EN NUESTRAS BODEGAS, NO DE DESPACHO DEL PRODUCTO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA POR NO RESPETAR FECHA ESTIMADA DE ENTREGA DE LA OC. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR $0 o $1, O NO CUMPLAN CON LO SOLICITADO",51191905,76.125.564-9,"JT-FACTURACION MINIMA $50.000+IVA PARA SANTIAGO Y $75.000+IVA PARA REGIONES, DESPACHO: STGO 24-48 HR Y REGIONES 48-72 HRS, FLETE ADICIONALSOLO SUEROS X VOLUMEN, UNIDAD MIN. COTIZADA, SE AJUSTARÁ A FACTOR DE EMPAQUE, REG.ISP, FACT.ELECTRONICA."
1058012-7010-AG25,5/9/2025,PEDIDO FARMACIA DOSIS UNITARIA/ MUPIROCINA 2% TOPICO,PEDIDO STOCK CRÍTICO F. DOSIS UNITARIA. COMPRA AGIL DESPACHO CARGO DEL PROVEEDOR. 1058012-286-COT25,$72.600,000,000,13794,86394,Fármarcos,LABORATORIO ACONFAR CHILE LIMITADA,76.125.564-9,SERVICIOS DE ENVASADO Y EMPAQUE| OTROS PROFESIONALES DE LA SALUD| OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA,Pequeña,Región Metropolitana de Santiago,51101597,MUPIROCINA 2% TOPICO,20,Unidad,3.630,72600,1058012-286-COT25,"EL HCM REQUIERE MUPIROCINA 2% TOPICO. INDICAR FECHA DE ENTREGA EN BODEGA HCM, FACTOR EMPAQUE, FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO. POSTULAR SOLO SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. COMPRA SUJETA A MULTA DE NO RESPETAR FECHA ESTIMADA DE ENTREGA. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1. SE DEJARA INADMISIBLE LA OFERTA QUE SOBREPASE EL VALOR DEL MONTO ESTIMADO O NO CUMPLA CON LOS DIAS Y DOC. SOLICITADOS.",51101597,76.125.564-9,"MONTO MÍNIMO DE FACTURACION $50.000+IVA PARA SANTIAGO Y $ 75.000+IVA PARA REGIONES. DESPACHO: DE 24 HORAS, CONTAMOS CON FACTURA ELECTRÓNICA.TODOS NUESTROS PRODUCTOS CUENTAN CON REGISTRO ISP. FLETE SIN RECARGO.GARANTIZAMOS SERVICIO DE POST-VENTA."
1058012-1111-AG24,5/9/2024,FARMACIA AMBULATORIA MAYO / FAMPRIDINA 10 MG CM,PEDIDO FARMACIA AMBULATORIA MAYO. ADQUISICIÓN VÍA COMPRA ÁGIL. FLETE CARGO DEL PROVEEDOR. REF 1058012-324-COT24.,$589.176,000,000,111943,701119,Fármarcos,BIOGEN CHILE SPA,76.099.774-9,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| ACTIVIDADES DE INVESTIGACION,Grande,Región Metropolitana de Santiago,85121902,FAMPRIDINA 10 MG CM,168,Comprimido,3.507,589176,1058012-324-COT24,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE FAMPRIDINA 10 MG CM. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (CM), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO CARGO PROVEEDOR (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DESESTIMARÁ OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN INFORMACIÓN.",85121902,76.099.774-9,Oferta de Biogen Chile SpA por Fampridina 10 mg. Precio neto por comprimido: 3.507 CLP Sin IVA. Unidad mínima de despacho corresponde a 1 caja con 56 comprimidos. Incluye despacho. Registro ISP F-19932/23 Vencimiento 31-03-2026
1058012-6769-AG25,15/4/2025,COMPRA ALTERNATIVA FARMACIA AMBULATORIA ABRIL / LEVOCETIRIZINA 5 MG ML GTS,COMPRA ALTERNATIVA POR FALTA DE STOCK EN PROVEEDOR OC N° 1058012-6697-SE25. ADQUISICIÓN VÍA COMPRA ÁGIL. DESPACHO 7 DÍAS CARGO DEL PROVEEDOR SEGÚN COTIZACIÓN. ZGEN 100005295. REF 1058012-216-COT25,$350.400,000,000,66576,416976,Fármarcos,SCM PHARMA SPA,77.337.544-5,VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES,Mediana,Región Metropolitana de Santiago,51161615,LEVOCETIRIZINA 5 MG ML GTS,100,Frasco,3.504,350400,1058012-216-COT25,"EL HOSPITAL CLÍNICO DE MAGALLANES REQUIERE LEVOCETIRIZINA 5 MG ML GTS. INDICAR AL COTIZAR: VALOR UNITARIO TOTAL, PRESENTACIÓN (ML), FECHA VCTO, ADJUNTAR FICHA TÉCNICA Y/O REGISTRO ISP, TIPO DE TRASLADO (ESPECIFICAR, PARA ACORDAR RETIRO CARGO HOSPITAL DE SER NECESARIO), E INDICAR SI CUENTA CON STOCK PARA DESPACHO INMEDIATO. SE DECLARARÁ INADMISIBLE OFERTA QUE INDIQUE VALOR REFERENCIAL $0 o $1, U OMITAN CUALQUIER INFORMACIÓN SOLICITADA PARA ESTA COTIZACIÓN.",51161615,77.337.544-5,"Se adjunta cotización detallada, Contacto F. 225104550, contacto@scmpharma.cl, Despacho sin costo, Envio 7 dias- monto mínimo de despacho $ 100.000.- Cotización valida por 15 días."
